question_id,date,category,question_text,baseline_success,baseline_actually_answered,baseline_has_expected,baseline_confidence,baseline_text,baseline_error,baseline_time,baseline_input_tokens,baseline_output_tokens,togomcp_success,togomcp_has_expected,togomcp_confidence,togomcp_text,togomcp_error,togomcp_time,togomcp_input_tokens,togomcp_output_tokens,togomcp_cache_creation_input_tokens,togomcp_cache_read_input_tokens,tools_used,tool_details,value_add,expected_answer,notes
97,2026-01-13,Precision,What is the PubChem CID for rapamycin (sirolimus)?,True,True,True,1.0,"The PubChem CID (Compound Identifier) for rapamycin (sirolimus) is **5284616**.

Rapamycin is an immunosuppressant drug that is also known by several other names including sirolimus, and it's used to prevent organ rejection in transplant patients and has also been studied for its potential anti-aging and longevity effects.",,3.79718017578125,56,88,True,True,1.0,The PubChem CID for rapamycin (sirolimus) is **5284616**.,,11.456721067428589,9,120,484,52649,mcp__togomcp__get_pubchem_compound_id,"[{""name"": ""mcp__togomcp__get_pubchem_compound_id"", ""input"": {""compound_name"": ""rapamycin""}}]",VALUABLE,5284616,Database: PubChem. Verified in pubchem_exploration.md using get_pubchem_compound_id('rapamycin'). Sirolimus is an immunosuppressant drug. Tests drug compound identification.
98,2026-01-13,Precision,What is the MedGen CUI (Concept Unique Identifier) for diabetes mellitus?,True,False,False,0.0,"I don't know the specific MedGen CUI for diabetes mellitus with certainty from my training knowledge. 

MedGen CUIs are specific identifiers in the MedGen database (a NCBI resource), and while I know that MedGen uses CUIs that are derived from UMLS (Unified Medical Language System) concept unique identifiers, I cannot reliably recall the exact CUI number for diabetes mellitus without risking providing incorrect information.

To find this information accurately, you would need to:
1. Search the MedGen database directly at NCBI
2. Query the UMLS Metathesaurus
3. Use the MedGen API or browser

If you need this specific identifier for your work, I'd recommend checking these authoritative sources directly.",,5.3161070346832275,58,174,True,True,1.0,"Based on my search results, I found information about diabetes mellitus. From the MedGen summaries I retrieved earlier, I can see that **diabetes mellitus** has the MedGen **Concept Unique Identifier (CUI): C0011849**.

This was visible in the clinical features section of one of the search results, where ""Diabetes mellitus"" was listed with:
- **UID: 8350**
- **CUI: C0011849**
- **Semantic Type: T047 (Disease or Syndrome)**
- **Definition:** ""A group of abnormalities characterized by hyperglycemia and glucose intolerance.""

So the answer to your question is:

**MedGen CUI for diabetes mellitus: C0011849**

This is the UMLS (Unified Medical Language System) Concept Unique Identifier used across multiple biomedical vocabularies and databases including MedGen.",,70.15832901000977,30,933,28921,295933,"mcp__togomcp__ncbi_esearch, mcp__togomcp__ncbi_esummary, mcp__togomcp__ncbi_esearch, mcp__togomcp__ncbi_esearch, mcp__togomcp__ncbi_esearch, mcp__togomcp__search_mesh_entity","[{""name"": ""mcp__togomcp__ncbi_esearch"", ""input"": {""database"": ""medgen"", ""query"": ""diabetes mellitus"", ""max_results"": 10}}, {""name"": ""mcp__togomcp__ncbi_esummary"", ""input"": {""database"": ""medgen"", ""ids"": [""1881446"", ""1879138"", ""1878051"", ""1876462"", ""1876460""]}}, {""name"": ""mcp__togomcp__ncbi_esearch"", ""input"": {""database"": ""medgen"", ""query"": ""diabetes mellitus[Preferred Concept Name]"", ""max_results"": 5}}, {""name"": ""mcp__togomcp__ncbi_esearch"", ""input"": {""database"": ""medgen"", ""query"": ""\""diabetes mellitus\""[All Fields] AND \""C0011849\""[UID]"", ""max_results"": 1}}, {""name"": ""mcp__togomcp__ncbi_esearch"", ""input"": {""database"": ""medgen"", ""query"": ""diabetes mellitus NOT type NOT mellitus type NOT gestational NOT neonatal NOT MODY"", ""max_results"": 5}}, {""name"": ""mcp__togomcp__search_mesh_entity"", ""input"": {""query"": ""diabetes mellitus"", ""limit"": 5}}]",CRITICAL,C0011849,Database: MedGen. Verified in medgen_exploration.md via SPARQL query. MedGen integrates medical genetics information from multiple sources. Tests medical genetics concept identification.
99,2026-01-13,Completeness,How many glycosylation sites are catalogued in GlyCosmos?,True,False,False,0.0,"I don't have specific information about the exact number of glycosylation sites currently catalogued in GlyCosmos in my training data. 

GlyCosmos is a comprehensive glycoscience portal that integrates various glycan-related databases and resources, and it does contain extensive information about glycosylation sites. However, the number of catalogued sites would be regularly updated as new data is added to the database, and I don't have access to the current statistics.

To get the most accurate and up-to-date number, I would recommend visiting the GlyCosmos website directly (glycosmos.org) where they typically display current database statistics on their homepage or in their documentation.",,4.7990288734436035,54,152,True,True,1.0,"Perfect! According to the GlyCosmos database, there are **414,798 glycosylation sites** catalogued.

To provide some additional context:
- These glycosylation sites are distributed across **153,178 glycoproteins**
- The average number of glycosylation sites per protein is approximately **2.6**
- The maximum number of glycosylation sites on a single protein is **276**
- More than 90% of these sites have specific sequence position information

The database integrates glycosylation site data from multiple sources including UniProt, GlyGen, GlyConnect, ACGG GPDB2, and the O-GlcNAc Database.",,33.380040884017944,22,645,8764,114029,"mcp__togomcp__run_sparql, mcp__togomcp__get_MIE_file, mcp__togomcp__run_sparql","[{""name"": ""mcp__togomcp__run_sparql"", ""input"": {""dbname"": ""glycosmos"", ""sparql_query"": ""\nSELECT (COUNT(DISTINCT ?site) AS ?count)\nWHERE {\n  ?site a ?type .\n  FILTER(CONTAINS(STR(?type), \""glycosylation\"") || CONTAINS(STR(?type), \""site\""))\n}\n""}}, {""name"": ""mcp__togomcp__get_MIE_file"", ""input"": {""dbname"": ""glycosmos""}}, {""name"": ""mcp__togomcp__run_sparql"", ""input"": {""dbname"": ""glycosmos"", ""sparql_query"": ""PREFIX glycoconjugate: <http://purl.jp/bio/12/glyco/conjugate#>\n\nSELECT (COUNT(DISTINCT ?site) as ?count)\nFROM <http://rdf.glycosmos.org/glycoprotein>\nWHERE {\n  ?site a glycoconjugate:Glycosylation_Site .\n}""}}]",CRITICAL,"414,798",Database: GlyCosmos. Verified in glycosmos_exploration.md. Glycosylation sites link proteins to glycan modifications. Tests glycobiology data coverage.
100,2026-01-13,Completeness,How many clinical concepts are in the MedGen database?,True,False,False,0.0,"I don't have access to the current, exact number of clinical concepts in the MedGen database, as this number changes over time as the database is regularly updated.

However, I can tell you that MedGen is a large database maintained by NCBI (National Center for Biotechnology Information) that contains information about human medical genetics and genomics. It aggregates data from multiple sources including OMIM, Orphanet, ClinVar, and others, organizing conditions and phenotypes with unique concept identifiers (CUIs from UMLS).

As of recent years, MedGen has contained hundreds of thousands of clinical concepts, but for the most current and precise count, you would need to check the MedGen statistics page or documentation directly at NCBI's website, as these numbers are continuously growing as new conditions are characterized and added to the database.",,5.885031223297119,49,185,True,False,0.0,"Based on my search of the NCBI MedGen database, there are **233,499 clinical concepts** currently in MedGen.

MedGen (Medical Genetics) is NCBI's database that organizes information related to human medical genetics, including diseases, clinical features, and genetic testing. Each record represents a unique clinical concept identified by a Concept Unique Identifier (CUI).",,18.346789121627808,15,349,801,79381,"mcp__togomcp__ncbi_esearch, mcp__togomcp__ncbi_esearch","[{""name"": ""mcp__togomcp__ncbi_esearch"", ""input"": {""database"": ""medgen"", ""query"": ""1:9999999999[UID]"", ""max_results"": 1}}, {""name"": ""mcp__togomcp__ncbi_esearch"", ""input"": {""database"": ""medgen"", ""query"": ""all[filter]"", ""max_results"": 1}}]",CRITICAL,"233,939",Database: MedGen. Verified in medgen_exploration.md via SPARQL COUNT query. MedGen aggregates medical conditions with genetic components. Tests medical genetics database completeness.
101,2026-01-13,Integration,What BioProject is DDBJ entry CP036276.1 associated with?,True,False,False,0.0,"I don't have access to specific database entries or the ability to look up individual accession numbers like CP036276.1 in real-time. To find the BioProject associated with DDBJ entry CP036276.1, you would need to:

1. Visit the DDBJ (DNA Data Bank of Japan) website or use NCBI's nucleotide database
2. Search for the accession number CP036276.1
3. Look at the entry's metadata, which typically includes BioProject information in the DBLINK section

Alternatively, you could search directly in NCBI's BioProject database or use the NCBI Entrez system to trace the connections between the sequence entry and its associated BioProject.

I cannot provide the specific BioProject number for this accession without access to the actual database.",,5.875720977783203,56,185,True,True,1.0,"Perfect! I found the information. **DDBJ entry CP036276.1 is associated with BioProject PRJNA485700**.

This entry represents the complete genome of *Symmachiella dynata* strain Mal52 chromosome. The BioProject identifier is **PRJNA485700**.",,22.246777772903442,15,452,7681,86121,"mcp__togomcp__get_MIE_file, mcp__togomcp__run_sparql","[{""name"": ""mcp__togomcp__get_MIE_file"", ""input"": {""dbname"": ""ddbj""}}, {""name"": ""mcp__togomcp__run_sparql"", ""input"": {""dbname"": ""ddbj"", ""sparql_query"": ""PREFIX nuc: <http://ddbj.nig.ac.jp/ontologies/nucleotide/>\n\nSELECT ?entry ?label ?bioproject\nFROM <http://rdfportal.org/dataset/ddbj>\nWHERE {\n  ?entry a nuc:Entry ;\n         dcterms:identifier \""CP036276.1\"" ;\n         rdfs:label ?label ;\n         nuc:dblink ?bioproject .\n  FILTER(CONTAINS(STR(?bioproject), \""bioproject\""))\n}""}}]",CRITICAL,PRJNA485700,Database: DDBJ. Verified in ddbj_exploration.md. CP036276.1 is the complete genome of Symmachiella dynata. Tests nucleotide database cross-references.
102,2026-01-13,Integration,What EC number is associated with Rhea reaction RHEA:22044?,True,False,False,0.0,"I don't have specific information about the EC number associated with Rhea reaction RHEA:22044 in my training data. 

To find this information, you would need to look up RHEA:22044 in the Rhea database (https://www.rhea-db.org/), which is the expert curated resource of biochemical reactions that links to EC numbers and other biochemical databases.",,3.351057291030884,54,92,True,False,0.0,"The EC number associated with Rhea reaction RHEA:22044 is **EC 7.2.2.19**.

This EC number belongs to the translocases class (EC 7), which catalyzes the movement of ions or molecules across membranes or their separation within membranes.",,12.733373880386353,9,266,577,52647,mcp__togomcp__run_sparql,"[{""name"": ""mcp__togomcp__run_sparql"", ""input"": {""dbname"": ""rhea"", ""sparql_query"": ""\nPREFIX rh: <http://rdf.rhea-db.org/>\nPREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>\n\nSELECT ?ecNumber\nWHERE {\n  <http://rdf.rhea-db.org/22044> rh:ec ?ecNumber .\n}\n""}}]",CRITICAL,EC 7.4.2.1 (K(+)-transporting ATPase),Database: Rhea. Verified in rhea_exploration.md. RHEA:22044 involves K+ transport. Tests enzyme-reaction linkage.
103,2026-01-13,Currency,How many glycogenes are annotated in GlyCosmos?,True,False,False,0.0,"I don't have specific information about the exact number of glycogenes annotated in GlyCosmos in my training data. 

GlyCosmos is a comprehensive glycoscience portal that integrates various glycan-related databases and resources, including information about glycogenes (genes involved in glycan biosynthesis and function). However, the number of annotated glycogenes would be subject to regular updates as new research emerges and annotations are refined.

To get the current, accurate number of glycogenes annotated in GlyCosmos, I would recommend checking the GlyCosmos website directly or consulting their latest publications and documentation, as this information is likely to change over time with ongoing curation efforts.",,5.342844009399414,52,156,True,True,1.0,"Based on the query results from the GlyCosmos RDF database, there are **423,164 glycogenes** annotated in GlyCosmos.

This is a comprehensive collection of genes involved in glycosylation across multiple species. The glycogenes in GlyCosmos are:
- Defined as entities with type `glycan:Glycogene` 
- Include cross-references to major gene databases like NCBI Gene (423K entries), KEGG Genes (381K entries), and HGNC
- Cover genes involved in various glycosylation-related processes across different organisms

The database integrates glycogene information with other glycoscience data including glycans, glycoproteins, glycosylation sites, and glycan epitopes, making it a comprehensive resource for glycobiology research.",,19.765376091003418,15,466,8531,87124,"mcp__togomcp__get_MIE_file, mcp__togomcp__run_sparql","[{""name"": ""mcp__togomcp__get_MIE_file"", ""input"": {""dbname"": ""glycosmos""}}, {""name"": ""mcp__togomcp__run_sparql"", ""input"": {""dbname"": ""glycosmos"", ""sparql_query"": ""PREFIX glycan: <http://purl.jp/bio/12/glyco/glycan#>\n\nSELECT (COUNT(DISTINCT ?gene) as ?total_glycogenes)\nFROM <http://rdf.glycosmos.org/glycogenes>\nWHERE {\n  ?gene a glycan:Glycogene .\n}""}}]",CRITICAL,"423,164",Database: GlyCosmos. Verified in glycosmos_exploration.md. Glycogenes encode proteins involved in glycan biosynthesis. Tests glycogene database currency.
104,2026-01-13,Currency,What is the most common laboratory typing method used for phenotype measurements in AMR Portal?,True,False,True,0.6666666666666666,"I don't have specific information about the AMR Portal's laboratory typing methods for phenotype measurements in my training data. 

To get an accurate answer about this, you would need to:

1. Check the AMR Portal's documentation or methodology section
2. Contact the AMR Portal administrators directly
3. Review any published papers or technical reports describing the portal's data collection methods

If you're referring to antimicrobial resistance (AMR) phenotyping in general, common laboratory methods include:
- Disk diffusion (Kirby-Bauer method)
- Broth microdilution
- Agar dilution
- E-test (gradient diffusion)
- Automated systems (like VITEK, Phoenix, MicroScan)

But I cannot say with certainty which specific method is most commonly used in the AMR Portal you're asking about.",,5.37074089050293,55,193,True,True,1.0,"Based on the query results from the AMR Portal database, **broth dilution** is the most common laboratory typing method used for phenotype measurements in AMR Portal, with **959,895 measurements** (approximately 56% of the total phenotype data).

Here's the complete breakdown of laboratory typing methods:

1. **Broth dilution**: 959,895 measurements (56%)
2. **Agar dilution**: 142,476 measurements (8%)
3. **Disk diffusion**: 120,901 measurements (7%)
4. **E-test**: 33,937 measurements (2%)

Broth dilution is a quantitative antimicrobial susceptibility testing method that determines the minimum inhibitory concentration (MIC) of antibiotics. It's considered a gold standard method and is widely used because it provides precise, quantitative results that can be used to determine exact resistance levels.",,21.492268085479736,15,528,11235,89748,"mcp__togomcp__get_MIE_file, mcp__togomcp__run_sparql","[{""name"": ""mcp__togomcp__get_MIE_file"", ""input"": {""dbname"": ""amrportal""}}, {""name"": ""mcp__togomcp__run_sparql"", ""input"": {""dbname"": ""amrportal"", ""sparql_query"": ""PREFIX amr: <http://example.org/ebiamr#>\n\nSELECT ?laboratoryTypingMethod (COUNT(*) as ?count)\nFROM <http://rdfportal.org/dataset/amrportal>\nWHERE {\n  ?s a amr:PhenotypeMeasurement .\n  ?s amr:laboratoryTypingMethod ?laboratoryTypingMethod .\n}\nGROUP BY ?laboratoryTypingMethod\nORDER BY DESC(?count)\nLIMIT 10""}}]",CRITICAL,Broth dilution (56%),Database: AMR Portal. Verified in amrportal_exploration.md. Laboratory methods affect resistance interpretation. Tests current methodology distribution.
105,2026-01-13,Specificity,What organism does DDBJ entry CP036276.1 belong to?,True,False,False,0.0,"I don't have access to specific DDBJ (DNA Data Bank of Japan) database entries in my training data, so I cannot tell you with certainty what organism the entry CP036276.1 belongs to.

To find this information, you would need to:
1. Visit the DDBJ website (ddbj.nig.ac.jp)
2. Use NCBI's nucleotide database (since DDBJ, EMBL, and GenBank share data)
3. Search for the accession number CP036276.1

The accession number format (CP######) suggests this is likely a complete genome or chromosome sequence, but I cannot specify which organism without accessing the actual database entry.",,5.303508996963501,54,159,True,True,1.0,"Perfect! I found the information. DDBJ entry **CP036276.1** belongs to the organism **Symmachiella dynata**, specifically strain Mal52. This entry contains the complete genome sequence of the chromosome for this strain.

*Symmachiella dynata* is a bacterial species, and this particular entry represents a complete chromosome sequence.",,30.87030601501465,21,703,7939,113200,"mcp__togomcp__run_sparql, mcp__togomcp__get_MIE_file, mcp__togomcp__run_sparql","[{""name"": ""mcp__togomcp__run_sparql"", ""input"": {""dbname"": ""ddbj"", ""sparql_query"": ""\nPREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>\nPREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>\nPREFIX ddbj: <http://ddbj.nig.ac.jp/ontologies/nucleotide/>\nPREFIX taxonomy: <http://ddbj.nig.ac.jp/ontologies/taxonomy/>\n\nSELECT ?organism ?taxid\nWHERE {\n  ?entry a ddbj:Entry ;\n         ddbj:accession \""CP036276.1\"" ;\n         ddbj:organism ?organism ;\n         ddbj:taxid ?taxid .\n}\n""}}, {""name"": ""mcp__togomcp__get_MIE_file"", ""input"": {""dbname"": ""ddbj""}}, {""name"": ""mcp__togomcp__run_sparql"", ""input"": {""dbname"": ""ddbj"", ""sparql_query"": ""PREFIX nuc: <http://ddbj.nig.ac.jp/ontologies/nucleotide/>\nPREFIX dcterms: <http://purl.org/dc/terms/>\nPREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>\n\nSELECT ?label ?organism ?definition\nFROM <http://rdfportal.org/dataset/ddbj>\nWHERE {\n  ?entry a nuc:Entry ;\n         dcterms:identifier \""CP036276.1\"" ;\n         rdfs:label ?label ;\n         nuc:organism ?organism .\n  OPTIONAL { ?entry nuc:definition ?definition }\n}""}}]",CRITICAL,Symmachiella dynata,Database: DDBJ. Verified in ddbj_exploration.md. This is a complete bacterial genome with BioProject PRJNA485700. Tests nucleotide sequence metadata retrieval.
106,2026-01-13,Specificity,What Lewis antigen variants are catalogued in GlyCosmos glycoepitopes?,True,False,True,0.6153846153846154,"I don't have access to the specific current contents of the GlyCosmos glycoepitopes database in my training data, so I cannot provide you with a definitive list of exactly which Lewis antigen variants are catalogued there.

However, I can tell you that Lewis antigens are a family of blood group antigens that typically include:

**Common Lewis antigen variants:**
- Le^a (Lewis a)
- Le^b (Lewis b)
- Le^x (Lewis x)
- Le^y (Lewis y)
- sLe^a (sialyl Lewis a)
- sLe^x (sialyl Lewis x)
- sLe^c (sialyl Lewis c)

GlyCosmos is a comprehensive glycoscience portal that integrates various glycan-related databases, and their glycoepitope section would likely include many of these clinically and biologically important Lewis antigens, as they are well-characterized glycan epitopes.

To get the accurate, current catalogue of Lewis antigen variants in GlyCosmos glycoepitopes, I'd recommend:
1. Visiting the GlyCosmos website directly (glycosmos.org)
2. Navigating to their glycoepitope database section
3. Searching for ""Lewis"" antigens

This will give you the most up-to-date and complete information about which specific variants they have catalogued.",,8.517417192459106,57,319,True,True,0.6153846153846154,"Perfect! I have comprehensive information about the Lewis antigen variants in GlyCosmos. Let me create a clear summary of the findings:

## Lewis Antigen Variants Catalogued in GlyCosmos Glycoepitopes

GlyCosmos contains **26 Lewis antigen variants** in its glycoepitope database. Here's the complete catalogue:

### Basic Lewis Antigens (Core Types)
1. **Lewis a (Le<sup>a</sup>)** - EP0007
2. **Lewis b (Le<sup>b</sup>)** - EP0010  
3. **Lewis x (Le<sup>x</sup>)** - EP0011 (also known as X-hapten, CD15)
4. **Lewis y (Le<sup>y</sup>)** - EP0018 (also known as CD174, Y-hapten)

### Sialylated Lewis Antigens
5. **Sialyl Lewis a (Sialyl Le<sup>a</sup>)** - EP0008 (also known as CA19-9)
6. **Sialyl Lewis x (Sialyl Le<sup>x</sup>)** - EP0012 (also known as CD15s, sCD15)
7. **Sialyl Lewis c (Sialyl Le<sup>c</sup>)** - EP0041 (also known as DUPAN-2)
8. **Sialyl Lewis x-i (Sialyl Le<sup>x</sup>-i)** - EP0043 (also known as Sialyl SSEA-1, SLX)
9. **Disialyl Lewis a** - EP0040 (2-3,2-6 disialyl Le<sup>a</sup>)
10. **Disialyl Lewis c** - EP0096
11. **2-6 Sialyl i-Lewis x** - EP0213

### Sulfated Lewis Antigens
12. **3'-Sulfo Lewis a (3'-Sulfo Le<sup>a</sup>)** - EP0009
13. **3'-Sulfo Lewis x (3'-Sulfo Le<sup>x</sup>)** - EP0013
14. **6-Sulfo Lewis x** - EP0142
15. **6'-Sulfo Sialyl Lewis x** - EP0014
16. **Sialyl 6-Sulfo Lewis x** - EP0015 (formerly 6-Sulfo Sialyl Le<sup>x</sup>)
17. **6,6'-Disulfo Sialyl Lewis x** - EP0016
18. **Cyclic Sialyl 6-Sulfo Lewis x** - EP0017

### Dimeric and Hybrid Lewis Antigens
19. **Dimeric Lewis a (Dimeric Le<sup>a</sup>)** - EP0090
20. **Dimeric Lewis x (Dimeric Le<sup>x</sup>)** - EP0093
21. **Lewis a-Lewis x Hybrid Antigen (Le<sup>a</sup>-Le<sup>x</sup>)** - EP0091

### Complex/Extended Lewis Antigens
22. **Trifucosyl-Lewis b Antigen** - EP0092 (Le<sup>b</sup>/Le<sup>a</sup> antigen)
23. **Trifucosyl-Lewis y Antigen** - EP0094 (Le<sup>y</sup>/Le<sup>x</sup> antigen)
24. **Lewis y (extended) / Hexasaccharide** - EP0210
25. **Lewis a (b1-3)Gal** - EP0211
26. **Internal Lewis x** - EP0212

### Clinical and Biological Significance
These Lewis antigens are found primarily in **humans (Homo sapiens)** and are expressed in various tissues including:
- Cancer cells (many variants are tumor markers)
- Epithelial cells
- Leukocytes, granulocytes, and monocytes
- Embryonic cells
- Human milk

Several variants like **Sialyl Lewis a (CA19-9)** and **Sialyl Lewis x (CD15s)** are well-known tumor markers and cell adhesion molecules with clinical significance in cancer diagnosis and immunology.",,48.32608985900879,26,2104,18506,150641,"mcp__togomcp__run_sparql, mcp__togomcp__get_MIE_file, mcp__togomcp__run_sparql, mcp__togomcp__run_sparql","[{""name"": ""mcp__togomcp__run_sparql"", ""input"": {""dbname"": ""glycosmos"", ""sparql_query"": ""\nPREFIX glycan: <http://purl.jp/bio/12/glyco/glycan#>\nPREFIX dcterms: <http://purl.org/dc/terms/>\nPREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>\n\nSELECT DISTINCT ?epitope ?label ?description\nWHERE {\n  ?epitope a glycan:Glycoepitope ;\n           rdfs:label ?label .\n  OPTIONAL { ?epitope dcterms:description ?description }\n  FILTER(REGEX(?label, \""Lewis\"", \""i\""))\n}\nORDER BY ?label\n""}}, {""name"": ""mcp__togomcp__get_MIE_file"", ""input"": {""dbname"": ""glycosmos""}}, {""name"": ""mcp__togomcp__run_sparql"", ""input"": {""dbname"": ""glycosmos"", ""sparql_query"": ""\nPREFIX glycan: <http://purl.jp/bio/12/glyco/glycan#>\nPREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>\nPREFIX skos: <http://www.w3.org/2004/02/skos/core#>\n\nSELECT ?epitope ?label ?altLabel\nFROM <http://rdf.glycoinfo.org/glycoepitope>\nWHERE {\n  ?epitope a glycan:Glycan_epitope ;\n    rdfs:label ?label .\n  ?label bif:contains \""'Lewis'\"" option (score ?sc)\n  OPTIONAL { ?epitope skos:altLabel ?altLabel }\n}\nORDER BY DESC(?sc)\n""}}, {""name"": ""mcp__togomcp__run_sparql"", ""input"": {""dbname"": ""glycosmos"", ""sparql_query"": ""\nPREFIX glycan: <http://purl.jp/bio/12/glyco/glycan#>\nPREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>\nPREFIX skos: <http://www.w3.org/2004/02/skos/core#>\nPREFIX glycoepitope: <http://www.glycoepitope.jp/epitopes/glycoepitope.owl#>\n\nSELECT ?epitope ?label ?altLabel ?glycoseq ?antibody ?organism ?tissue\nFROM <http://rdf.glycoinfo.org/glycoepitope>\nWHERE {\n  ?epitope a glycan:Glycan_epitope ;\n    rdfs:label ?label .\n  ?label bif:contains \""'Lewis'\"" option (score ?sc)\n  OPTIONAL { ?epitope skos:altLabel ?altLabel }\n  OPTIONAL { ?epitope glycan:has_glycosequence ?glycoseq }\n  OPTIONAL { ?epitope glycoepitope:has_antibody ?antibody }\n  OPTIONAL { ?epitope glycoepitope:organism ?organism }\n  OPTIONAL { ?epitope glycoepitope:tissue ?tissue }\n}\nORDER BY DESC(?sc)\nLIMIT 50\n""}}]",CRITICAL,"Lewis a (EP0007), Sialyl Lewis a (EP0008), Lewis x (EP0011), Sialyl Lewis x (EP0012), and various sulfo/hybrid variants",Database: GlyCosmos. Verified in glycosmos_exploration.md. Lewis antigens are important blood group determinants. Tests glycoepitope family enumeration.
